Time;Mode;State;Warning 1;Warning 2;Longitude;Latitude;Heading;Speed;LGamma Dose rate (?Sv/h);LGamma BKG dose rate (?Sv/h);LGamma (cps);LGamma Bkg (cps);Neutron (cps);Neutron Bkg (cps);High range;HGamma filtered (cps);HGamma filtered Dose rate (?Sv/h);Ext (cps);Event #;Acq state;Live time (s);Temperature(C);Dose (?Sv);MCA Satured;ID 01;CL 01;ID 02;CL 02;ID 03;CL 03;ID 04;CL 04;ID 05;CL 05;ID 06;CL 06;ID 07;CL 07;ID 08;CL 08;
2017-05-30 14:49:25.198;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.15;0.065;664.4;414.2;0.4;0;False;0;0.08;--;8;BKG;143.225;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:25.743;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.147;0.065;664.3;414.2;0.3;0;False;0;0.064;--;8;BKG;143.770;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:26.289;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.165;0.065;691.3;414.2;0.2;0;False;0;0.051;--;8;BKG;144.315;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:26.869;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.167;0.065;686.5;414.2;0.2;0;False;0;0.041;--;8;BKG;144.860;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:28.160;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.162;0.065;675.4;414.2;0.2;0;False;0;0.033;--;8;BKG;146.164;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:28.714;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.16;0.065;690.3;414.2;0.5;0;False;0;0.026;--;8;BKG;146.724;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:29.428;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.153;0.065;678.6;414.2;0.4;0;False;0;0.021;--;8;BKG;147.421;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:30.041;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.167;0.065;684.5;414.2;0.3;0;False;0;0.017;--;8;BKG;148.021;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:30.604;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.159;0.065;686.8;414.2;0.2;0;False;1.7;0.213;--;8;BKG;148.609;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:31.167;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.17;0.065;690.6;414.2;0.2;0;False;1.8;0.38;--;8;BKG;149.171;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:31.739;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.168;0.065;674.8;414.2;0.2;0;False;0;0.304;--;8;BKG;149.729;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:32.320;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.18;0.065;678.1;414.2;0.1;0;False;1.7;0.449;--;8;BKG;150.302;29.63;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:32.888;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.174;0.065;655.8;414.2;0.1;0;False;0;0.359;--;8;BKG;150.885;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:33.461;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.177;0.065;698;414.2;0.1;0;False;1.8;0.495;--;8;BKG;151.450;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:34.009;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.177;0.065;700.3;414.2;0.1;0;False;0;0.396;--;8;BKG;152.021;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:34.561;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.179;0.065;713.7;414.2;0.1;0;False;1.8;0.531;--;8;BKG;152.570;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:35.098;Source Search;Alarm;T? change;;-43.427778;-22.870825;45.3;.21;0.183;0.065;719.6;414.2;0;0;False;0;0.425;--;8;BKG;153.121;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:36.014;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.183;0.065;709.6;414.2;0;0;False;0;0.34;--;8;BKG;154.020;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:36.555;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.178;0.065;698.2;414.2;0;0;False;0;0.272;--;8;BKG;154.574;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:37.103;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.181;0.065;722.5;414.2;0;0;False;0;0.218;--;8;BKG;155.113;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:37.638;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.166;0.065;694.6;414.2;0;0;False;0;0.174;--;8;BKG;155.661;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:38.178;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.171;0.065;689.8;414.2;0;0;False;0;0.139;--;8;BKG;156.196;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:38.717;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.168;0.065;697.1;414.2;0;0;False;0;0.111;--;8;BKG;156.735;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:39.249;Source Search;Alarm;T? change;;-43.427781;-22.870865;167.62;1.8;0.182;0.065;716.1;414.2;0;0;False;0;0.089;--;8;BKG;157.273;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:39.775;Source Search;Alarm;T? change;;-43.427782;-22.870899;167.62;1.8;0.188;0.065;730.1;414.2;0;0;False;1.9;0.293;--;8;BKG;157.804;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:40.311;Source Search;Alarm;T? change;;-43.427782;-22.870899;167.62;1.8;0.189;0.065;728.8;414.2;0;0;False;0;0.234;--;8;BKG;158.333;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:41.017;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.198;0.065;754.5;414.2;0;0;False;0;0.187;--;8;BKG;159.028;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:41.627;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.208;0.065;774.8;414.2;0;0;False;0;0.15;--;8;BKG;159.619;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:42.191;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.213;0.065;772;414.2;0;0;False;0;0.12;--;8;BKG;160.182;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:42.744;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.22;0.065;792.9;414.2;0;0;False;0;0.096;--;8;BKG;160.744;29.75;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:43.297;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.23;0.065;831.2;414.2;0;0;False;0;0.077;--;8;BKG;161.297;29.81;0.007;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:46.492;Source Search;Alarm;T? change;;-43.427781;-22.870923;167.62;1.8;0.23;0.065;833.3;414.2;0.1;0;False;0;0.061;--;8;BKG;164.497;29.81;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:47.043;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.232;0.065;826.9;414.2;0.1;0;False;0;0.049;--;8;BKG;165.040;29.81;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:47.718;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.213;0.065;811.5;414.2;0.1;0;False;0;0.039;--;8;BKG;165.695;29.81;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:48.269;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.216;0.065;833.5;414.2;0.1;0;False;1.7;0.237;--;8;BKG;166.267;29.81;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:48.817;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.223;0.065;861.1;414.2;0.1;0;False;0;0.19;--;8;BKG;166.817;29.81;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:49.366;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.231;0.065;849.2;414.2;0;0;False;1.8;0.366;--;8;BKG;167.366;29.81;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:50.816;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.249;0.065;892.3;414.2;0;0;False;0;0.293;--;8;BKG;168.372;29.81;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:51.759;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.267;0.065;944.6;414.2;0;0;False;0;0.234;--;8;BKG;169.364;29.81;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:52.350;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.299;0.065;1039.6;414.2;0;0;False;1.1;0.312;--;8;BKG;170.306;29.81;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:52.951;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.342;0.065;1151.8;414.2;0.4;0;False;0;0.25;--;8;BKG;170.896;29.81;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:53.544;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.388;0.065;1244.6;414.2;0.3;0;False;0;0.2;--;8;BKG;171.501;29.94;0.008;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:54.144;Source Search;Alarm;ID BKG old;;-43.427781;-22.870923;167.62;1.8;0.428;0.065;1348.1;414.2;0.6;0;False;0;0.16;--;8;BKG;172.093;29.94;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:54.774;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;0.474;0.065;1474.1;414.2;0.5;0;False;0;0.128;--;8;BKG;172.693;29.94;0.008;False;89-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:55.733;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;0.524;0.065;1576.9;414.2;0.4;0;False;3;0.454;--;8;BKG;173.697;29.94;0.009;False;Co-60;8;90-2681 keV;7;;;;;;;;;;;;;
2017-05-30 14:49:56.325;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;0.63;0.065;1823.3;414.2;0.3;0;False;0;0.363;--;8;BKG;174.297;29.94;0.009;False;Co-60;8;89-2681 keV;7;;;;;;;;;;;;;
2017-05-30 14:49:56.913;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;0.848;0.065;2264;414.2;0.2;0;False;0;0.29;--;8;BKG;174.882;29.94;0.009;False;Co-60;9;90-2681 keV;7;;;;;;;;;;;;;
2017-05-30 14:49:57.512;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;1.218;0.065;3061.5;414.2;0.5;0;False;6.5;0.995;--;8;BKG;175.499;29.94;0.009;False;Co-60;9;90 keV;7;Th-232;4;;;;;;;;;;;
2017-05-30 14:49:58.093;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;1.623;0.065;3957.1;414.2;0.4;0;False;5.2;1.408;--;8;BKG;176.076;29.94;0.009;False;Co-60;10;90 keV;7;Th-232;4;;;;;;;;;;;
2017-05-30 14:49:58.670;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.104;0.065;4900;414.2;0.3;0;False;3.5;1.533;--;8;BKG;176.655;29.94;0.010;False;Co-60;10;90 keV;7;Th-232;4;;;;;;;;;;;
2017-05-30 14:49:59.258;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.449;0.065;5605;414.2;0.3;0;False;1.7;1.429;--;8;BKG;177.235;29.94;0.010;False;Co-60;10;90 keV;7;Th-232;4;;;;;;;;;;;
2017-05-30 14:49:59.857;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.708;0.065;6128.2;414.2;0.2;0;False;3.4;1.549;--;8;BKG;177.814;29.94;0.011;False;Co-60;10;90 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:00.599;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.87;0.065;6468.6;414.2;0.2;0;False;2.7;1.551;--;8;BKG;178.567;29.94;0.012;False;Co-60;10;90 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:01.164;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.95;0.065;6675.5;414.2;0.1;0;False;6.9;2.058;--;8;BKG;179.142;29.94;0.012;False;Co-60;10;90 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:01.702;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.881;0.065;6572.5;414.2;0.1;0;False;3.5;2.06;--;8;BKG;179.708;29.94;0.013;False;Co-60;10;90 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:02.261;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.782;0.065;6392.9;414.2;0.1;0;False;0;1.648;--;8;BKG;180.243;29.94;0.013;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:02.816;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.742;0.065;6268.5;414.2;0.4;0;False;1.8;1.53;--;8;BKG;180.798;29.94;0.013;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:03.734;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.674;0.065;6147.3;414.2;0.3;0;False;2.2;1.481;--;8;BKG;181.713;30.06;0.014;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:04.287;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.607;0.065;5941.1;414.2;0.3;0;False;0;1.185;--;8;BKG;182.274;30.06;0.014;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:04.993;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.503;0.065;5749.3;414.2;0.2;0;False;1.4;1.114;--;8;BKG;182.980;30.06;0.015;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:05.525;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.426;0.065;5579.6;414.2;0.2;0;False;1.8;1.105;--;8;BKG;183.530;30.06;0.015;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:06.056;Source Search;Alarm;ID BKG old;;-43.427764;-22.871013;162.77;1.68;2.346;0.065;5437;414.2;0.1;0;False;1.9;1.108;--;8;BKG;184.057;30.06;0.016;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:06.592;Source Search;Alarm;ID BKG old;;-43.42776;-22.87103;136.35;.19;2.241;0.065;5260.3;414.2;0.1;0;False;3.7;1.323;--;8;BKG;184.596;30.06;0.016;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:07.162;Source Search;Alarm;ID BKG old;;-43.42776;-22.87103;136.35;.19;2.185;0.065;5125.9;414.2;0.1;0;False;3.7;1.499;--;8;BKG;185.129;30.06;0.016;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:07.740;Source Search;Alarm;ID BKG old;;-43.42776;-22.87103;136.35;.19;2.007;0.065;4756.3;414.2;0.1;0;False;3.5;1.615;--;8;BKG;185.694;30.06;0.017;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:08.333;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;1.712;0.065;4156.6;414.2;0.1;0;False;1.7;1.496;--;8;BKG;186.271;30.06;0.017;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:09.245;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;1.42;0.065;3561;414.2;0.3;0;False;3.2;1.575;--;8;BKG;187.205;30.06;0.017;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:10.101;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;1.17;0.065;3049.2;414.2;0.2;0;False;0;1.26;--;8;BKG;187.970;30.06;0.017;False;Co-60;10;91-2669 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:10.663;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;0.99;0.065;2649.4;414.2;0.2;0;False;4.5;1.54;--;8;BKG;188.633;30.06;0.017;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:11.383;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;0.883;0.065;2415.8;414.2;0.1;0;False;1.8;1.443;--;8;BKG;189.190;30.06;0.017;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:12.130;Source Search;Alarm;ID BKG old;;-43.427762;-22.871086;97.81;.08;0.785;0.065;2231.3;414.2;0.1;0;False;2.8;1.48;--;8;BKG;189.913;30.06;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:12.693;Source Search;Alarm;ID BKG old;;-43.427764;-22.871087;97.81;.08;0.709;0.065;2088.1;414.2;0.1;0;False;1.3;1.342;--;8;BKG;190.657;30.06;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:13.359;Source Search;Alarm;ID BKG old;;-43.427764;-22.871087;97.81;.08;0.659;0.065;1961.3;414.2;0.1;0;False;1.8;1.283;--;8;BKG;191.219;30.06;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:13.923;Source Search;Alarm;ID BKG old;;-43.427764;-22.871087;97.81;.08;0.609;0.065;1879.4;414.2;0.1;0;False;0;1.026;--;8;BKG;191.883;30.19;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:14.484;Source Search;Alarm;ID BKG old;;-43.427764;-22.871087;97.81;.08;0.59;0.065;1826.4;414.2;0.4;0;False;0;0.821;--;8;BKG;192.448;30.19;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:15.051;Source Search;Alarm;ID BKG old;;-43.427764;-22.871087;97.81;.08;0.593;0.065;1787.7;414.2;0.3;0;False;0;0.657;--;8;BKG;193.010;30.19;0.018;False;Co-60;10;91 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:22.678;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.579;0.065;1769.8;414.2;0.2;0;False;2.1;0.83;--;8;BKG;194.542;30.19;0.018;False;Co-60;10;92 keV;7;;;;;;;;;;;;;
2017-05-30 14:50:24.530;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.567;0.065;1762.8;414.2;0.2;0;False;0.4;0.715;--;;Slidding;10.500;30.25;0.019;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:25.185;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.553;0.065;1734.7;414.2;0.1;0;False;0;0.572;--;;Slidding;10.617;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:25.673;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.549;0.065;1714.7;414.2;0.1;0;False;2;0.693;--;;Slidding;10.394;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:26.256;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.539;0.065;1707.9;414.2;0.1;0;False;1.7;0.758;--;;Slidding;10.225;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:26.743;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.541;0.065;1751.8;414.2;0.1;0;False;0;0.606;--;;Slidding;10.163;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:27.189;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.556;0.065;1758.1;414.2;0.1;0;False;2.3;0.755;--;;Slidding;9.935;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:27.676;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.57;0.065;1762;414.2;0;0;False;0;0.604;--;;Slidding;9.859;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:28.125;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.557;0.065;1747.8;414.2;0.5;0;False;0;0.483;--;;Slidding;9.735;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:28.807;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.559;0.065;1743.4;414.2;0.4;0;False;0;0.387;--;;Slidding;9.697;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:29.270;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.547;0.065;1766.3;414.2;0.3;0;False;5.1;0.909;--;;Slidding;9.323;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:30.190;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.543;0.065;1747.2;414.2;0.3;0;False;2.4;1.006;--;;Slidding;5.576;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:30.800;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.538;0.065;1720.2;414.2;0.2;0;False;1.8;1.012;--;;Slidding;5.471;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:31.361;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.553;0.065;1755.9;414.2;0.2;0;False;0;0.809;--;;Slidding;5.549;30.25;0.020;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:32.015;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.56;0.065;1771.5;414.2;0.1;0;False;0;0.648;--;;Slidding;5.531;30.25;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:32.778;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.559;0.065;1762.6;414.2;0.1;0;False;1.3;0.665;--;;Slidding;5.829;30.25;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:33.219;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.558;0.065;1764.9;414.2;0.1;0;False;0;0.532;--;;Slidding;6.007;30.25;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:34.062;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.551;0.065;1761.9;414.2;0.1;0;False;0;0.426;--;;Slidding;6.232;30.25;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:34.527;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.559;0.065;1763.8;414.2;0.1;0;False;0;0.341;--;;Slidding;6.368;30.25;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:34.991;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.551;0.065;1745.1;414.2;0;0;False;0;0.273;--;;Slidding;6.335;30.38;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:35.452;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.573;0.065;1760;414.2;0;0;False;0;0.218;--;;Slidding;6.210;30.38;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:36.419;Source Search;Alarm;ID BKG old;;-43.42778;-22.871094;245.4;.11;0.567;0.065;1747.9;414.2;0;0;False;1.2;0.315;--;;Slidding;6.201;30.38;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:37.098;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.567;0.065;1742.1;414.2;0;0;False;0;0.252;--;9;Manual;6.757;30.38;0.021;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:39.789;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.557;0.065;1730.7;414.2;0.1;0;False;0.7;0.282;--;9;Manual;9.686;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:40.314;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.569;0.065;1725.7;414.2;0.1;0;False;0;0.226;--;9;Manual;10.218;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:40.745;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.607;0.065;1760.3;414.2;0.1;0;False;0;0.18;--;9;Manual;10.658;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:41.581;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.627;0.065;1840.7;414.2;0;0;False;2.5;0.433;--;9;Manual;11.474;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:42.083;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.664;0.065;1964.7;414.2;0;0;False;4;0.817;--;9;Manual;11.974;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
2017-05-30 14:50:42.546;Source Search;Alarm;ID BKG old;;-43.42779;-22.871095;251.71;.33;0.737;0.065;2082.2;414.2;0;0;False;0;0.653;--;9;Manual;12.423;30.38;0.022;False;Co-60;10;;;;;;;;;;;;;;;
