Time;Mode;State;Warning 1;Warning 2;Longitude;Latitude;Heading;Speed;LGamma Dose rate (?Sv/h);LGamma BKG dose rate (?Sv/h);LGamma (cps);LGamma Bkg (cps);Neutron (cps);Neutron Bkg (cps);High range;HGamma filtered (cps);HGamma filtered Dose rate (?Sv/h);Ext (cps);Event #;Acq state;Live time (s);Temperature(C);Dose (?Sv);MCA Satured;ID 01;CL 01;ID 02;CL 02;ID 03;CL 03;ID 04;CL 04;ID 05;CL 05;ID 06;CL 06;ID 07;CL 07;ID 08;CL 08;
2017-05-30 14:48:14.592;Source Search;Alarm;T? change;;--;--;--;--;0.155;0.065;684.8;414.2;0;0;False;1.1;0.383;--;8;BKG;72.677;28.63;0.003;False;91-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:15.812;Source Search;Alarm;T? change;;--;--;--;--;0.156;0.065;685;414.2;0;0;False;0;0.307;--;8;BKG;73.612;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:16.273;Source Search;Alarm;T? change;;--;--;--;--;0.161;0.065;693.7;414.2;0;0;False;0;0.245;--;8;BKG;74.451;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:16.778;Source Search;Alarm;T? change;;--;--;--;--;0.152;0.065;669.2;414.2;0;0;False;0;0.196;--;8;BKG;74.951;28.63;0.003;False;91-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:17.240;Source Search;Alarm;T? change;;--;--;--;--;0.155;0.065;667.1;414.2;0;0;False;0;0.157;--;8;BKG;75.416;28.63;0.003;False;91-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:17.906;Source Search;Alarm;T? change;;--;--;--;--;0.161;0.065;680.8;414.2;0;0;False;0;0.126;--;8;BKG;76.081;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:18.414;Source Search;Alarm;T? change;;--;--;--;--;0.174;0.065;702.8;414.2;0;0;False;2;0.336;--;8;BKG;76.581;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:18.874;Source Search;Alarm;T? change;;--;--;--;--;0.174;0.065;702.4;414.2;0;0;False;0;0.269;--;8;BKG;77.050;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:19.708;Source Search;Alarm;T? change;;--;--;--;--;0.171;0.065;695.9;414.2;0;0;False;0;0.215;--;8;BKG;77.877;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:20.218;Source Search;Alarm;T? change;;--;--;--;--;0.161;0.065;696.3;414.2;0;0;False;0;0.172;--;8;BKG;78.379;28.63;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:20.683;Source Search;Alarm;T? change;;--;--;--;--;0.165;0.065;706.4;414.2;0;0;False;4.2;0.634;--;8;BKG;78.853;28.81;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:21.181;Source Search;Alarm;T? change;;--;--;--;--;0.154;0.065;700.3;414.2;0;0;False;0;0.507;--;8;BKG;79.353;28.81;0.003;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:21.662;Source Search;Alarm;T? change;;-43.42801;-22.870974;276.34;1.15;0.17;0.065;707.4;414.2;0;0;False;0;0.406;--;8;BKG;79.817;28.81;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:23.508;Source Search;Alarm;T? change;;-43.42801;-22.870974;276.34;1.15;0.166;0.065;716.2;414.2;0;0;False;1.1;0.452;--;8;BKG;81.666;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:24.014;Source Search;Alarm;T? change;;-43.42801;-22.870974;276.34;1.15;0.176;0.065;724.5;414.2;0;0;False;0;0.361;--;8;BKG;82.166;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:24.494;Source Search;Alarm;T? change;;-43.42801;-22.870974;276.34;1.15;0.176;0.065;732.6;414.2;0;0;False;0;0.289;--;8;BKG;82.645;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:24.988;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.166;0.065;718.6;414.2;0;0;False;0;0.231;--;8;BKG;83.145;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:25.484;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.167;0.065;730.2;414.2;0;0;False;0;0.185;--;8;BKG;83.627;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:25.969;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.18;0.065;754.5;414.2;0;0;False;2;0.387;--;8;BKG;84.119;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:26.598;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.169;0.065;745.7;414.2;0;0;False;0;0.31;--;8;BKG;84.745;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:27.176;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.182;0.065;771.6;414.2;0;0;False;2;0.483;--;8;BKG;85.245;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:27.839;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.183;0.065;761.2;414.2;0;0;False;1.8;0.597;--;8;BKG;85.804;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:28.329;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.185;0.065;757.2;414.2;0;0;False;0;0.478;--;8;BKG;86.462;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:28.815;Source Search;Alarm;T? change;;-43.427993;-22.870964;276.34;1.15;0.183;0.065;743.6;414.2;0;0;False;0;0.382;--;8;BKG;86.962;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:29.308;Source Search;Alarm;T? change;;-43.427945;-22.870934;353.38;1.3;0.182;0.065;740.7;414.2;0;0;False;0;0.306;--;8;BKG;87.454;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:29.797;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.179;0.065;726.1;414.2;0;0;False;2;0.486;--;8;BKG;87.941;28.81;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:30.297;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.186;0.065;726.6;414.2;0;0;False;2.1;0.631;--;8;BKG;88.426;28.81;0.004;False;90 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:30.804;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.179;0.065;725.9;414.2;0;0;False;2;0.738;--;8;BKG;88.930;28.94;0.004;False;91 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:31.636;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.175;0.065;716.5;414.2;0;0;False;1.2;0.728;--;8;BKG;89.785;28.94;0.004;False;91 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:32.145;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.169;0.065;711.6;414.2;0;0;False;0;0.582;--;8;BKG;90.285;28.94;0.004;False;91 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:32.625;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.16;0.065;678;414.2;0;0;False;0;0.466;--;8;BKG;90.767;28.94;0.004;False;91 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:33.202;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.16;0.065;723.5;414.2;0;0;False;0;0.373;--;8;BKG;91.296;28.94;0.004;False;91-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:33.770;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.15;0.065;723.1;414.2;0;0;False;0;0.298;--;8;BKG;91.821;28.94;0.004;False;91-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:34.271;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.163;0.065;743.4;414.2;0;0;False;0;0.238;--;8;BKG;92.390;28.94;0.004;False;91-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:34.770;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.168;0.065;730.6;414.2;0;0;False;0;0.191;--;8;BKG;92.891;28.94;0.004;False;91-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:35.280;Source Search;Alarm;T? change;;-43.427905;-22.870908;353.38;1.3;0.165;0.065;728.6;414.2;0;0;False;0;0.153;--;8;BKG;93.391;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:35.806;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.181;0.065;747.8;414.2;0;0;False;2;0.355;--;8;BKG;93.897;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:36.520;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.176;0.065;750.5;414.2;0;0;False;0;0.284;--;8;BKG;94.625;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:37.060;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.172;0.065;743.8;414.2;0;0;False;0;0.227;--;8;BKG;95.162;28.94;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:37.578;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.19;0.065;769.9;414.2;0;0;False;0;0.182;--;8;BKG;95.676;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:38.097;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.19;0.065;770.3;414.2;0;0;False;0;0.145;--;8;BKG;96.192;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:38.618;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.191;0.065;755.5;414.2;0;0;False;0;0.116;--;8;BKG;96.715;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:39.158;Source Search;Alarm;T? change;;-43.427882;-22.870892;325.89;1.11;0.19;0.065;747.9;414.2;0;0;False;0;0.093;--;8;BKG;97.230;28.94;0.004;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:39.661;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.201;0.065;780.1;414.2;0;0;False;0;0.074;--;8;BKG;97.769;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:40.182;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.2;0.065;759.9;414.2;0;0;False;2;0.292;--;8;BKG;98.274;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:40.692;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.194;0.065;745.5;414.2;0;0;False;0;0.234;--;8;BKG;98.791;28.94;0.004;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:41.213;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.198;0.065;757.1;414.2;0;0;False;0;0.187;--;8;BKG;99.301;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:41.720;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.18;0.065;753.8;414.2;0;0;False;0;0.15;--;8;BKG;99.821;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:42.667;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.175;0.065;748.3;414.2;0;0;False;0;0.12;--;8;BKG;100.690;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:43.208;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.171;0.065;742.3;414.2;0;0;False;0;0.096;--;8;BKG;101.275;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:43.834;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.171;0.065;743.9;414.2;0;0;False;0;0.077;--;8;BKG;101.814;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:44.754;Source Search;Alarm;T? change;;-43.427858;-22.870878;325.89;1.11;0.166;0.065;739.6;414.2;0.3;0;False;0;0.061;--;8;BKG;102.435;29.13;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:45.565;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.165;0.065;729.4;414.2;0.3;0;False;0;0.049;--;8;BKG;103.563;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:46.343;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.166;0.065;725.9;414.2;0.2;0;False;0;0.039;--;8;BKG;104.367;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:47.106;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.161;0.065;724.5;414.2;0.2;0;False;0;0.031;--;8;BKG;105.146;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:48.028;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.163;0.065;709.7;414.2;0.1;0;False;0;0.025;--;8;BKG;106.042;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:48.803;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.164;0.065;710.2;414.2;0.1;0;False;0;0.02;--;8;BKG;106.835;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:49.595;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.177;0.065;718.4;414.2;0.1;0;False;1.3;0.169;--;8;BKG;107.605;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:50.574;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.183;0.065;718.9;414.2;0.1;0;False;0;0.135;--;8;BKG;108.594;29.13;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:51.365;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.176;0.065;705.5;414.2;0.1;0;False;1.3;0.259;--;8;BKG;109.374;29.25;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:52.140;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.182;0.065;701;414.2;0;0;False;0;0.207;--;8;BKG;110.162;29.25;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:52.906;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.175;0.065;697.4;414.2;0;0;False;0;0.166;--;8;BKG;110.940;29.25;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:53.673;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.182;0.065;725.1;414.2;0;0;False;0;0.133;--;8;BKG;111.706;29.25;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:54.438;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.178;0.065;724.1;414.2;0;0;False;1.3;0.26;--;8;BKG;112.472;29.25;0.005;False;90-2669 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:55.196;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.17;0.065;714.8;414.2;0;0;False;0;0.208;--;8;BKG;113.234;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:55.969;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.172;0.065;720.6;414.2;0;0;False;0;0.166;--;8;BKG;113.990;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:56.725;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.173;0.065;741.3;414.2;0;0;False;0;0.133;--;8;BKG;114.765;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:57.467;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.173;0.065;733.3;414.2;0;0;False;0;0.106;--;8;BKG;115.518;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:48:58.854;Source Search;Alarm;T? change;;-43.427843;-22.870868;325.89;1.11;0.17;0.065;720.9;414.2;0;0;False;0;0.085;--;8;BKG;116.813;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:00.193;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.177;0.065;728.2;414.2;0;0;False;0;0.068;--;8;BKG;117.649;29.25;0.005;False;90-2670 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:01.990;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.179;0.065;735;414.2;0;0;False;0;0.054;--;8;BKG;119.741;29.38;0.005;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:02.539;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.176;0.065;742.3;414.2;0;0;False;0;0.044;--;8;BKG;120.580;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:03.110;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.17;0.065;713.4;414.2;0;0;False;1.8;0.25;--;8;BKG;121.128;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:03.660;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.172;0.065;714.9;414.2;0;0;False;0;0.2;--;8;BKG;121.700;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:04.178;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.175;0.065;720.5;414.2;0;0;False;0;0.16;--;8;BKG;122.248;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:04.712;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.175;0.065;733.7;414.2;0;0;False;0;0.128;--;8;BKG;122.766;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:05.234;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.183;0.065;726.9;414.2;0;0;False;0;0.102;--;8;BKG;123.299;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:05.753;Source Search;Alarm;T? change;;-43.427819;-22.87084;210.51;.56;0.179;0.065;732.8;414.2;0;0;False;0;0.082;--;8;BKG;123.820;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:06.311;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.175;0.065;731.9;414.2;0;0;False;0;0.065;--;8;BKG;124.375;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:06.846;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.171;0.065;738;414.2;0;0;False;0;0.052;--;8;BKG;124.908;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:07.362;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.168;0.065;718.9;414.2;0;0;False;0;0.042;--;8;BKG;125.433;29.38;0.006;False;90-2671 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:08.094;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.173;0.065;721.8;414.2;0.3;0;False;0;0.033;--;8;BKG;126.155;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:08.630;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.178;0.065;712.8;414.2;0.2;0;False;0;0.027;--;8;BKG;126.684;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:09.173;Source Search;Alarm;T? change;;-43.427802;-22.870831;210.51;.56;0.178;0.065;710;414.2;0.2;0;False;0;0.021;--;8;BKG;127.220;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:09.687;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.17;0.065;717.9;414.2;0.1;0;False;0;0.017;--;8;BKG;127.751;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:10.206;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.161;0.065;698.3;414.2;0.1;0;False;0;0.014;--;8;BKG;128.275;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:10.713;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.163;0.065;709.7;414.2;0.1;0;False;0;0.011;--;8;BKG;128.787;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:11.232;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.171;0.065;738.3;414.2;0.1;0;False;0;0.009;--;8;BKG;129.295;29.38;0.006;False;90-2681 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:12.175;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.171;0.065;741.9;414.2;0.1;0;False;0;0.007;--;8;BKG;130.180;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:12.694;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.165;0.065;737.4;414.2;0;0;False;0;0.006;--;8;BKG;130.755;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:13.274;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.155;0.065;723.3;414.2;0;0;False;0;0.004;--;8;BKG;131.278;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:13.851;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.159;0.065;712.6;414.2;0;0;False;0;0.004;--;8;BKG;131.851;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:14.456;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.164;0.065;710.5;414.2;0;0;False;0;0.003;--;8;BKG;132.469;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:15.019;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.166;0.065;688.6;414.2;0;0;False;0;0.002;--;8;BKG;133.032;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:15.557;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.163;0.065;703.4;414.2;0;0;False;1.8;0.21;--;8;BKG;133.597;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:16.095;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.155;0.065;690.5;414.2;0;0;False;0;0.168;--;8;BKG;134.133;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:16.645;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.156;0.065;671;414.2;0;0;False;1.9;0.353;--;8;BKG;134.672;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:17.164;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.17;0.065;685;414.2;0;0;False;0;0.282;--;8;BKG;135.221;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:17.708;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.166;0.065;691.6;414.2;0;0;False;0;0.226;--;8;BKG;135.767;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:18.227;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.17;0.065;712.6;414.2;0;0;False;0;0.181;--;8;BKG;136.283;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:18.756;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.181;0.065;700.2;414.2;0;0;False;0;0.144;--;8;BKG;136.800;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:19.445;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.18;0.065;706.5;414.2;0;0;False;0;0.116;--;8;BKG;137.485;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:19.968;Source Search;Alarm;T? change;;-43.427788;-22.870821;210.51;.56;0.172;0.065;713.9;414.2;0;0;False;0;0.092;--;8;BKG;138.017;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:20.512;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.165;0.065;707.1;414.2;0;0;False;0;0.074;--;8;BKG;138.542;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:21.052;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.163;0.065;709.1;414.2;0;0;False;0;0.059;--;8;BKG;139.083;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:21.592;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.157;0.065;690.4;414.2;0;0;False;0;0.047;--;8;BKG;139.624;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:22.144;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.161;0.065;690.9;414.2;0;0;False;0;0.038;--;8;BKG;140.163;29.50;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:22.684;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.166;0.065;694.9;414.2;0;0;False;0;0.03;--;8;BKG;140.714;29.63;0.006;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:23.563;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.162;0.065;694.3;414.2;0;0;False;1.1;0.156;--;8;BKG;141.610;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:24.119;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.172;0.065;704.8;414.2;0;0;False;0;0.124;--;8;BKG;142.131;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
2017-05-30 14:49:24.656;Source Search;Alarm;T? change;;-43.427779;-22.870819;58.06;.22;0.165;0.065;699;414.2;0;0;False;0;0.1;--;8;BKG;142.687;29.63;0.007;False;90-2682 keV;7;;;;;;;;;;;;;;;
