Time;Mode;State;Warning 1;Warning 2;Latitude;Longitude;Heading;Speed;LGamma Dose rate (?Sv/h);LGamma BKG dose rate (?Sv/h);LGamma (cps);LGamma Bkg (cps);Neutron (cps);Neutron Bkg (cps);High range;HGamma filtered (cps);HGamma filtered Dose rate (?Sv/h);Ext (cps);Event #;Acq state;Live time (s);Temperature(C);Dose (?Sv);MCA Satured;ID 01;CL 01;Danger
2017-05-30 14:54:49.491;Source Search;Alarm;ID BKG old;;-28769421;-51876563;288.76;0.96;1.496;0.122;3519.7;588.7;0.0;0;False;3.8;2.724;--;;Slidding;5.077;31.94;0.076;False;Co-60;10.0;0
2017-05-30 14:54:50.398;Source Search;Alarm;ID BKG old;Ne BKG low;-19445506;-44103006;97.27;0.14;0.973;0.122;2470.0;588.7;0.0;0;False;2.3;2.017;--;;Slidding;4.983;31.94;0.076;False;Co-60;10.0;0
2017-05-30 14:54:50.896;Source Search;Alarm;ID BKG old;Ne BKG low;-20504590;-42847773;10.21;0.54;0.837;0.122;2206.4;588.7;0.0;0;False;0.0;1.614;--;;Slidding;5.038;31.94;0.076;False;Co-60;10.0;0
2017-05-30 14:54:51.484;Source Search;Alarm;ID BKG old;;-23235216;-45908379;10.21;0.54;0.736;0.122;2013.9;588.7;0.0;0;False;0.0;1.291;--;;Slidding;5.145;31.94;0.076;False;Co-60;10.0;1
2017-05-30 14:54:51.992;Source Search;Alarm;ID BKG old;Ne BKG low;-23036203;-46062584;81.94;1.11;0.667;0.122;1889.8;588.7;0.0;0;False;0.0;1.033;--;;Slidding;5.15;31.94;0.076;False;Co-60;10.0;0
2017-05-30 14:54:52.410;Source Search;Alarm;ID BKG old;Ne BKG low;-18412953;-53741524;81.94;1.11;0.611;0.122;1802.1;588.7;0.0;0;False;0.0;0.826;--;;Slidding;5.124;31.94;0.076;False;Co-60;10.0;1
2017-05-30 14:54:55.317;Source Search;Alarm;ID BKG old;Ne BKG low;-17061436;-44175143;70.01;0.15;0.528;0.122;1590.9;588.7;0.0;0;False;2.0;0.887;--;;Slidding;5.832;31.94;0.077;False;Co-60;10.0;0
2017-05-30 14:54:55.732;Source Search;Alarm;ID BKG old;Ne BKG low;-18959124;-49605815;70.01;0.15;0.51;0.122;1554.5;588.7;0.0;0;False;0.0;0.709;--;;Slidding;5.758;31.94;0.077;False;Co-60;10.0;1
2017-05-30 14:54:56.769;Source Search;Alarm;ID BKG old;Ne BKG low;-18055320;-41615032;78.45;0.08;0.503;0.122;1524.8;588.7;0.0;0;False;0.0;0.567;--;;Slidding;5.822;31.94;0.077;False;Co-60;10.0;1
2017-05-30 14:54:57.245;Source Search;Alarm;ID BKG old;;-20714286;-46322552;78.45;0.08;0.496;0.122;1525.7;588.7;0.0;0;False;3.1;0.817;--;;Slidding;6.295;31.94;0.077;False;Co-60;10.0;0
2017-05-30 14:54:57.693;Source Search;Alarm;ID BKG old;Ne BKG low;-21789184;-49845824;133.16;0.04;0.486;0.122;1524.6;588.7;0.0;0;False;2.0;0.889;--;;Slidding;6.202;31.94;0.077;False;Co-60;10.0;1
2017-05-30 14:54:58.152;Source Search;Alarm;ID BKG old;Ne BKG low;-18785974;-50955072;133.16;0.04;0.487;0.122;1511.4;588.7;0.5;0;False;0.0;0.711;--;;Slidding;6.143;31.94;0.077;False;Co-60;10.0;0
2017-05-30 14:54:59.698;Source Search;Alarm;ID BKG old;Ne BKG low;-14923960;-47099147;56.08;0.14;0.493;0.122;1542.4;588.7;0.2;0;False;4.0;1.296;--;;Slidding;6.374;31.94;0.077;False;Co-60;10.0;0
2017-05-30 14:55:00.121;Source Search;Alarm;ID BKG old;Ne BKG low;-19492676;-55069990;140.49;0.14;0.481;0.122;1527.9;588.7;0.2;0;False;2.3;1.311;--;;Slidding;5.304;31.94;0.078;False;Co-60;10.0;1
2017-05-30 14:55:00.707;Source Search;Alarm;ID BKG old;;-22917705;-53704720;140.49;0.14;0.475;0.122;1542.7;588.7;0.1;0;False;1.7;1.244;--;;Slidding;5.408;31.94;0.078;False;Co-60;10.0;0
2017-05-30 14:55:01.230;Source Search;Alarm;ID BKG old;Ne BKG low;-15245075;-44342069;71.58;0.18;0.462;0.122;1524.5;588.7;0.1;0;False;0.0;0.995;--;;Slidding;5.482;31.94;0.078;False;Co-60;10.0;0
2017-05-30 14:55:01.652;Source Search;Alarm;ID BKG old;Ne BKG low;-24457673;-52647513;71.58;0.18;0.481;0.122;1536.5;588.7;0.1;0;False;0.0;0.796;--;;Slidding;5.406;31.94;0.078;False;Co-60;10.0;0
2017-05-30 14:55:02.260;Source Search;Alarm;ID BKG old;;-19564143;-53171322;71.58;0.18;0.496;0.122;1564.3;588.7;0.1;0;False;0.0;0.637;--;;Slidding;5.038;31.94;0.078;False;Co-60;10.0;1
2017-05-30 14:55:03.173;Source Search;Alarm;ID BKG old;Ne BKG low;-16957431;-43280446;111.49;0.19;0.47;0.122;1494.6;588.7;0.0;0;False;0.0;0.407;--;;Slidding;5.018;31.94;0.078;False;Co-60;10.0;0
2017-05-30 14:55:03.685;Source Search;Alarm;ID BKG old;Ne BKG low;-16186631;-49131441;70.8;0.08;0.484;0.122;1525.6;588.7;0.0;0;False;0.0;0.326;--;;Slidding;4.933;31.94;0.078;False;Co-60;10.0;1
2017-05-30 14:55:04.083;Source Search;Alarm;ID BKG old;Ne BKG low;-21164137;-55331774;70.8;0.08;0.472;0.122;1486.0;588.7;0.0;0;False;2.4;0.548;--;;Slidding;4.884;31.94;0.078;False;Co-60;10.0;0
2017-05-30 14:55:04.580;Source Search;Alarm;ID BKG old;Ne BKG low;-28890178;-52407330;102.93;0.13;0.481;0.122;1523.0;588.7;0.0;0;False;2.0;0.674;--;;Slidding;4.883;31.94;0.078;False;Co-60;10.0;1
2017-05-30 14:55:04.979;Source Search;Alarm;ID BKG old;Ne BKG low;-21536651;-47463405;102.93;0.13;0.494;0.122;1536.8;588.7;0.0;0;False;0.0;0.539;--;;Slidding;4.853;32.0;0.078;False;Co-60;10.0;1
2017-05-30 14:55:06.281;Source Search;Alarm;ID BKG old;;-21105570;-49495215;102.93;0.13;0.497;0.122;1526.5;588.7;0.0;0;False;3.6;0.767;--;;Slidding;5.066;32.0;0.078;False;Co-60;10.0;0
2017-05-30 14:55:07.340;Source Search;Alarm;ID BKG old;Ne BKG low;-15522868;-46007813;70.07;0.17;0.505;0.122;1543.3;588.7;0.0;0;False;2.3;0.761;--;;Slidding;5.009;32.0;0.079;False;Co-60;10.0;1
2017-05-30 14:55:08.695;Source Search;Alarm;ID BKG old;Ne BKG low;-15702167;-46967129;70.07;0.17;0.495;0.122;1533.8;588.7;0.0;0;False;0.0;0.997;--;;Slidding;5.511;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:09.099;Source Search;Alarm;ID BKG old;Ne BKG low;-29802531;-53084528;70.07;0.17;0.508;0.122;1553.2;588.7;0.0;0;False;2.4;1.077;--;;Slidding;5.432;32.0;0.079;False;Co-60;10.0;1
2017-05-30 14:55:09.605;Source Search;Alarm;ID BKG old;Ne BKG low;-14306768;-49341783;53.09;0.27;0.497;0.122;1550.5;588.7;0.0;0;False;2.0;1.097;--;;Slidding;5.523;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:09.996;Source Search;Alarm;ID BKG old;Ne BKG low;-24785663;-52072483;53.09;0.27;0.497;0.122;1555.4;588.7;0.0;0;False;0.0;0.877;--;;Slidding;5.412;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:10.488;Source Search;Alarm;ID BKG old;Ne BKG low;-16879735;-52976339;37.56;0.09;0.507;0.122;1568.2;588.7;0.0;0;False;0.0;0.702;--;;Slidding;5.513;32.0;0.079;False;Co-60;10.0;1
2017-05-30 14:55:12.164;Source Search;Alarm;ID BKG old;Ne BKG low;-16923906;-44661931;50.27;0.09;0.52;0.122;1614.3;588.7;0.0;0;False;2.5;1.126;--;;Slidding;5.333;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:12.801;Source Search;Alarm;ID BKG old;Ne BKG low;-19609818;-43191821;42.73;0.09;0.498;0.122;1506.2;588.7;0.0;0;False;4.0;1.371;--;;Slidding;5.399;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:13.682;Source Search;Alarm;ID BKG old;Ne BKG low;-20149484;-47223481;236.49;1.71;0.432;0.122;1334.8;588.7;0.3;0;False;0.0;1.057;--;;Slidding;5.002;32.0;0.079;False;Co-60;10.0;1
2017-05-30 14:55:14.109;Source Search;Alarm;ID BKG old;Ne BKG low;-17078575;-55208353;236.49;1.71;0.412;0.122;1287.6;588.7;0.2;0;False;0.0;0.845;--;;Slidding;4.987;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:14.567;Source Search;Alarm;ID BKG old;Ne BKG low;-30181216;-51945389;212.24;0.1;0.384;0.122;1266.6;588.7;0.2;0;False;2.1;0.924;--;;Slidding;4.96;32.0;0.079;False;Co-60;10.0;0
2017-05-30 14:55:14.994;Source Search;Alarm;ID BKG old;Ne BKG low;-19110604;-53416622;212.24;0.1;0.371;0.122;1233.9;588.7;0.2;0;False;2.4;1.016;--;;Slidding;4.997;32.06;0.08;False;Co-60;10.0;1
2017-05-30 14:55:15.455;Source Search;Alarm;ID BKG old;Ne BKG low;-18706842;-46032522;212.24;0.1;0.357;0.122;1211.8;588.7;0.1;0;False;4.4;1.327;--;;Slidding;4.953;32.06;0.08;False;Co-60;10.0;0
2017-05-30 14:55:16.800;Source Search;Alarm;ID BKG old;;-20402438;-52426721;212.24;0.1;0.349;0.122;1185.3;588.7;0.3;0;False;0.0;1.061;--;;Slidding;5.515;32.06;0.08;False;Co-60;10.0;1
2017-05-30 14:55:17.213;Source Search;Alarm;ID BKG old;Ne BKG low;-14219878;-48830164;212.24;0.1;0.355;0.122;1197.9;588.7;0.2;0;False;2.4;1.136;--;;Slidding;5.425;32.06;0.08;False;Co-60;10.0;1
2017-05-30 14:55:18.361;Source Search;Alarm;ID BKG old;Ne BKG low;-15809357;-42636241;324.56;0.11;0.358;0.122;1206.4;588.7;0.2;0;False;0.0;0.909;--;;Slidding;5.522;32.06;0.08;False;Co-60;10.0;0
2017-05-30 14:55:19.700;Source Search;Alarm;ID BKG old;;-17109972;-43478567;324.56;0.11;0.347;0.122;1188.5;588.7;0.1;0;False;0.0;0.727;--;;Slidding;6.077;32.06;0.08;False;Co-60;10.0;0
2017-05-30 14:55:20.101;Source Search;Alarm;ID BKG old;;-22497223;-52295632;324.56;0.11;0.344;0.122;1187.8;588.7;0.1;0;False;0.0;0.582;--;;Slidding;6.894;32.06;0.08;False;Co-60;10.0;0
2017-05-30 14:55:20.674;Source Search;Alarm;ID BKG old;Ne BKG low;-28965550;-51321349;21.29;0.17;0.35;0.122;1184.0;588.7;0.1;0;False;1.9;0.687;--;;Slidding;6.925;32.06;0.08;False;Co-60;10.0;1
2017-05-30 14:55:24.005;Source Search;Alarm;ID BKG old;;-16266782;-44998085;21.29;0.17;0.343;0.122;1162.4;588.7;0.1;0;False;1.3;0.703;--;;Slidding;8.825;32.06;0.08;False;Co-60;10.0;1
2017-05-30 14:55:25.797;Source Search;Alarm;ID BKG old;;-18421089;-49749319;21.29;0.17;0.35;0.122;1182.8;588.7;0.1;0;False;0.0;0.562;--;;Slidding;9.876;32.06;0.08;False;Co-60;10.0;0
2017-05-30 14:55:27.129;Source Search;Alarm;ID BKG old;;-25899142;-50672126;21.29;0.17;0.352;0.122;1169.4;588.7;0.2;0;False;0.0;0.45;--;;Slidding;11.18;32.06;0.081;False;Co-60;10.0;1
2017-05-30 14:55:27.763;Source Search;Alarm;ID BKG old;;-25949915;-50309729;21.29;0.17;0.344;0.122;1164.8;588.7;0.1;0;False;0.0;0.36;--;;Slidding;12.262;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:28.398;Source Search;Alarm;ID BKG old;;-15496190;-51444706;21.29;0.17;0.335;0.122;1162.6;588.7;0.1;0;False;1.6;0.471;--;;Slidding;11.576;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:29.010;Source Search;Alarm;ID BKG old;;-14255987;-49183462;21.29;0.17;0.34;0.122;1166.1;588.7;0.1;0;False;1.6;0.565;--;;Slidding;11.793;32.06;0.081;False;Co-60;10.0;1
2017-05-30 14:55:29.519;Source Search;Alarm;ID BKG old;Ne BKG low;-20862766;-52047825;340.83;0.02;0.335;0.122;1166.1;588.7;0.1;0;False;2.0;0.687;--;;Slidding;11.793;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:29.932;Source Search;Alarm;ID BKG old;Ne BKG low;-14359746;-49452764;340.83;0.02;0.333;0.122;1140.6;588.7;0.1;0;False;0.0;0.55;--;;Slidding;11.169;32.06;0.081;False;Co-60;10.0;1
2017-05-30 14:55:30.434;Source Search;Alarm;ID BKG old;Ne BKG low;-23641364;-50659354;22.55;0.1;0.362;0.122;1147.0;588.7;0.0;0;False;0.0;0.44;--;;Slidding;10.326;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:30.826;Source Search;Alarm;ID BKG old;Ne BKG low;-22232857;-54807410;22.55;0.1;0.371;0.122;1158.4;588.7;0.0;0;False;2.5;0.65;--;;Slidding;10.19;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:31.313;Source Search;Alarm;ID BKG old;Ne BKG low;-21094978;-50082652;33.42;0.02;0.357;0.122;1154.1;588.7;0.0;0;False;0.0;0.52;--;;Slidding;8.384;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:32.084;Source Search;Alarm;ID BKG old;Ne BKG low;-30113459;-53555631;30.98;0.04;0.357;0.122;1162.9;588.7;0.0;0;False;2.5;0.715;--;;Slidding;7.252;32.06;0.081;False;Co-60;10.0;1
2017-05-30 14:55:32.473;Source Search;Alarm;ID BKG old;;-20801451;-53908403;30.98;0.04;0.354;0.122;1171.7;588.7;0.0;0;False;0.0;0.572;--;;Slidding;6.278;32.06;0.081;False;Co-60;9.0;0
2017-05-30 14:55:33.449;Source Search;Alarm;ID BKG old;Ne BKG low;-19060757;-40143669;22.93;0.17;0.342;0.122;1174.2;588.7;0.0;0;False;0.0;0.458;--;;Slidding;5.24;32.06;0.081;False;Co-60;9.0;0
2017-05-30 14:55:34.261;Source Search;Alarm;ID BKG old;;-18240077;-54801914;22.93;0.17;0.347;0.122;1163.6;588.7;0.2;0;False;0.8;0.458;--;;Slidding;5.874;32.06;0.081;False;Co-60;10.0;1
2017-05-30 14:55:34.748;Source Search;Alarm;ID BKG old;Ne BKG low;-25222932;-49456480;22.93;0.17;0.354;0.122;1168.5;588.7;0.1;0;False;0.0;0.367;--;;Slidding;5.748;32.06;0.081;False;Co-60;10.0;0
2017-05-30 14:55:35.886;Source Search;Alarm;ID BKG old;Ne BKG low;-19111348;-48790982;40.57;0.13;0.373;0.122;1174.2;588.7;0.1;0;False;0.0;0.235;--;;Slidding;5.928;32.13;0.082;False;Co-60;10.0;1
2017-05-30 14:55:36.394;Source Search;Alarm;T? change;Ne BKG low;-18451328;-52743034;40.57;0.13;0.37;0.122;1167.8;588.7;0.1;0;False;0.0;0.188;--;;Slidding;5.952;32.13;0.082;False;Co-60;10.0;0
2017-05-30 14:55:36.907;Source Search;Alarm;T? change;G cnts low;-18246729;-50568872;34.91;0.06;0.259;0.122;817.4;588.7;0.1;0;False;0.0;0.15;--;;Slidding;5.576;32.13;0.082;False;Co-60;10.0;0
2017-05-30 14:55:37.366;Source Search;Alarm;T? change;Ne BKG low;-19067609;-48735563;34.91;0.06;0.291;0.122;960.1;588.7;0.0;0;False;0.0;0.12;--;;Slidding;5.554;32.13;0.082;False;Co-60;10.0;0
2017-05-30 14:55:37.869;Source Search;Alarm;T? change;Ne BKG low;-18155789;-39874406;43.77;0.05;0.317;0.122;1027.8;588.7;0.0;0;False;0.0;0.096;--;;Slidding;5.662;32.13;0.082;False;Co-60;10.0;1
2017-05-30 14:55:38.347;Source Search;Alarm;T? change;Ne BKG low;-20695428;-54597403;43.77;0.05;0.332;0.122;1064.1;588.7;0.0;0;False;2.2;0.33;--;;Slidding;5.371;32.13;0.082;False;Co-60;10.0;1
2017-05-30 14:55:39.595;Source Search;Alarm;T? change;;-17381211;-48665113;13.57;0.05;0.34;0.122;1104.7;588.7;0.0;0;False;0.0;0.211;--;;Slidding;4.875;32.13;0.082;False;Co-60;9.0;1
2017-05-30 14:55:40.100;Source Search;Alarm;T? change;Ne BKG low;-17944875;-55055829;38.07;0.06;0.339;0.122;1122.6;588.7;0.0;0;False;0.0;0.169;--;;Slidding;4.874;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:40.565;Source Search;Alarm;T? change;Ne BKG low;-16841242;-45816981;38.07;0.06;0.34;0.122;1128.1;588.7;0.0;0;False;0.0;0.135;--;;Slidding;4.724;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:41.061;Source Search;Alarm;T? change;Ne BKG low;-18138379;-45092420;33.06;0.06;0.34;0.122;1135.3;588.7;0.0;0;False;0.0;0.108;--;;Slidding;4.724;32.13;0.082;False;Co-60;9.0;1
2017-05-30 14:55:41.467;Source Search;Alarm;T? change;Ne BKG low;-17467151;-44504134;33.06;0.06;0.341;0.122;1147.5;588.7;0.0;0;False;2.4;0.374;--;;Slidding;4.609;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:42.028;Source Search;Alarm;T? change;Ne BKG low;-18792411;-48162546;33.06;0.06;0.347;0.122;1159.9;588.7;0.0;0;False;0.0;0.299;--;;Slidding;5.146;32.13;0.082;False;Co-60;9.0;1
2017-05-30 14:55:42.525;Source Search;Alarm;T? change;Ne BKG low;-22188867;-47885641;28.68;0.07;0.352;0.122;1164.1;588.7;0.0;0;False;2.0;0.475;--;;Slidding;5.168;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:42.940;Source Search;Alarm;T? change;Ne BKG low;-20481279;-45498422;28.68;0.07;0.372;0.122;1173.4;588.7;0.0;0;False;0.0;0.38;--;;Slidding;5.078;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:43.485;Source Search;Alarm;T? change;Ne BKG low;-16881534;-49175037;24.58;0.06;0.365;0.122;1182.4;588.7;0.0;0;False;0.0;0.304;--;;Slidding;5.145;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:43.904;Source Search;Alarm;T? change;Ne BKG low;-20464087;-52866862;24.58;0.06;0.362;0.122;1175.8;588.7;0.0;0;False;0.0;0.243;--;;Slidding;5.11;32.13;0.082;False;Co-60;9.0;1
2017-05-30 14:55:44.681;Source Search;Alarm;T? change;;-20051171;-44809123;24.58;0.06;0.346;0.122;1165.8;588.7;0.0;0;False;3.8;0.647;--;;Slidding;5.07;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:45.186;Source Search;Alarm;T? change;Ne BKG low;-19838218;-43046184;21.37;0.08;0.347;0.122;1171.2;588.7;0.0;0;False;0.0;0.518;--;;Slidding;5.071;32.13;0.082;False;Co-60;9.0;0
2017-05-30 14:55:46.143;Source Search;Alarm;T? change;Ne BKG low;-20939175;-49763348;325.76;0.17;0.35;0.122;1181.2;588.7;0.0;0;False;0.0;0.331;--;;Slidding;5.062;32.19;0.082;False;Co-60;10.0;0
2017-05-30 14:55:46.572;Source Search;Alarm;T? change;Ne BKG low;-17367110;-42896842;325.76;0.17;0.345;0.122;1191.1;588.7;0.5;0;False;0.0;0.265;--;;Slidding;5.078;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:47.089;Source Search;Alarm;T? change;Ne BKG low;-16125815;-51283062;284.11;0.23;0.371;0.122;1204.0;588.7;0.4;0;False;2.0;0.447;--;;Slidding;5.022;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:47.536;Source Search;Alarm;T? change;Ne BKG low;-16353247;-45910445;284.11;0.23;0.398;0.122;1258.4;588.7;0.3;0;False;0.0;0.358;--;;Slidding;4.971;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:48.025;Source Search;Alarm;T? change;Ne BKG low;-27243754;-52804386;183.7;0.46;0.39;0.122;1254.1;588.7;0.2;0;False;2.0;0.522;--;;Slidding;5.061;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:48.613;Source Search;Alarm;T? change;;-22414176;-48301510;9.47;0.04;0.357;0.122;1199.4;588.7;0.2;0;False;0.0;0.417;--;;Slidding;5.114;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:50.412;Source Search;Alarm;T? change;;-17941406;-41510542;9.47;0.04;0.362;0.122;1243.5;588.7;0.1;0;False;0.0;0.267;--;;Slidding;5.715;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:51.340;Source Search;Alarm;T? change;Ne BKG low;-23255609;-50029140;53.43;0.03;0.367;0.122;1300.2;588.7;0.1;0;False;2.3;0.44;--;;Slidding;5.701;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:51.835;Source Search;Alarm;T? change;Ne BKG low;-16281614;-43745807;347.87;0.17;0.362;0.122;1288.7;588.7;0.1;0;False;0.0;0.352;--;;Slidding;5.701;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:52.256;Source Search;Alarm;T? change;Ne BKG low;-22115153;-49634309;347.87;0.17;0.39;0.122;1324.6;588.7;0.1;0;False;0.0;0.281;--;;Slidding;5.69;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:52.751;Source Search;Alarm;T? change;Ne BKG low;-19099868;-48215862;63.4;0.59;0.389;0.122;1384.8;588.7;0.0;0;False;6.1;0.938;--;;Slidding;5.685;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:53.182;Source Search;Alarm;T? change;Ne BKG low;-20097951;-55651481;63.4;0.59;0.406;0.122;1393.9;588.7;0.0;0;False;4.8;1.312;--;;Slidding;5.655;32.19;0.083;False;Co-60;9.0;0
2017-05-30 14:55:53.678;Source Search;Alarm;T? change;Ne BKG low;-26141474;-52775819;222.06;0.48;0.412;0.122;1419.2;588.7;0.0;0;False;0.0;1.05;--;;Slidding;5.655;32.19;0.083;False;Co-60;10.0;1
2017-05-30 14:55:54.106;Source Search;Alarm;T? change;Ne BKG low;-20665421;-44840344;222.06;0.48;0.455;0.122;1515.2;588.7;0.0;0;False;2.3;1.115;--;;Slidding;5.497;32.19;0.083;False;Co-60;10.0;0
2017-05-30 14:55:54.602;Source Search;Alarm;T? change;Ne BKG low;-22678514;-53197362;255.89;0.25;0.467;0.122;1508.2;588.7;0.0;0;False;2.0;1.13;--;;Slidding;4.833;32.19;0.083;False;Co-60;9.0;0
2017-05-30 14:55:56.127;Source Search;Alarm;T? change;;-20031754;-45904839;255.89;0.25;0.537;0.122;1658.5;588.7;0.0;0;False;3.4;1.128;--;;Slidding;5.217;32.19;0.084;False;Co-60;10.0;1
2017-05-30 14:55:56.649;Source Search;Alarm;T? change;Ne BKG low;-15280673;-50913824;255.89;0.25;0.704;0.122;1969.4;588.7;0.0;0;False;0.0;0.902;--;;Slidding;5.277;32.19;0.084;False;Co-60;10.0;0
2017-05-30 14:55:57.107;Source Search;Alarm;T? change;Ne BKG low;-17644607;-55523727;255.89;0.25;0.811;0.122;2171.2;588.7;0.0;0;False;2.2;0.978;--;;Slidding;5.235;32.19;0.084;False;Co-60;10.0;0
2017-05-30 14:55:57.604;Source Search;Alarm;T? change;Ne BKG low;-19418279;-40389153;284.34;0.52;0.815;0.122;2157.0;588.7;0.0;0;False;0.0;0.782;--;;Slidding;5.321;32.19;0.084;False;Co-60;10.0;1
2017-05-30 14:55:58.028;Source Search;Alarm;T? change;Ne BKG low;-21483458;-48986823;284.34;0.52;0.752;0.122;2010.4;588.7;0.0;0;False;4.6;1.163;--;;Slidding;5.263;32.19;0.084;False;Co-60;10.0;0
2017-05-30 14:55:58.521;Source Search;Alarm;T? change;Ne BKG low;-21264785;-54499548;315.26;0.27;0.648;0.122;1842.7;588.7;0.0;0;False;2.0;1.168;--;;Slidding;5.34;32.19;0.084;False;Co-60;10.0;1
2017-05-30 14:55:58.947;Source Search;Alarm;T? change;Ne BKG low;-17514464;-47409830;315.26;0.27;0.599;0.122;1737.1;588.7;0.0;0;False;2.4;1.211;--;;Slidding;5.264;32.19;0.084;False;Co-60;10.0;1
2017-05-30 14:55:59.490;Source Search;Alarm;T? change;Ne BKG low;-22898419;-53943784;348.51;0.21;0.597;0.122;1693.4;588.7;0.0;0;False;4.1;1.447;--;;Slidding;5.33;32.19;0.084;False;Co-60;10.0;0
2017-05-30 14:56:00.443;Source Search;Alarm;T? change;Ne BKG low;-23507790;-49679236;8.21;0.37;0.49;0.122;1448.9;588.7;0.0;0;False;0.0;1.115;--;;Slidding;4.886;32.19;0.084;False;Co-60;10.0;0
2017-05-30 14:56:00.917;Source Search;Alarm;T? change;Ne BKG low;-29914822;-52946110;8.21;0.37;0.439;0.122;1359.5;588.7;0.0;0;False;0.0;0.892;--;;Slidding;4.761;32.19;0.084;False;Co-60;10.0;1
2017-05-30 14:56:01.364;Source Search;Alarm;T? change;Ne BKG low;-20434562;-45286050;260.87;1.22;0.379;0.122;1236.1;588.7;0.0;0;False;0.0;0.714;--;;Slidding;4.727;32.19;0.085;False;Co-60;10.0;1
2017-05-30 14:56:01.860;Source Search;Alarm;T? change;Ne BKG low;-19381546;-52278137;266.81;0.69;0.324;0.122;1108.0;588.7;0.0;0;False;0.0;0.571;--;;Slidding;4.761;32.19;0.085;False;Co-60;10.0;0
2017-05-30 14:56:03.230;Source Search;Detection;T? change;Ne BKG low;-15156682;-46060609;62.57;0.34;0.238;0.122;911.8;591.5;0.0;0;False;0.0;0.584;--;;Slidding;5.185;32.19;0.085;False;;;0
2017-05-30 14:56:03.680;Source Search;Background;T? change;Ne BKG low;-22695241;-49239654;62.57;0.34;0.212;0.123;824.2;592.0;0.0;0;False;0.0;0.467;--;;Slidding;5.152;32.19;0.085;False;;;0
2017-05-30 14:56:04.187;Source Search;Background;T? change;Ne BKG low;-20097310;-42234402;62.57;0.34;0.205;0.124;806.2;595.5;0.0;0;False;0.0;0.374;--;;Slidding;5.228;32.19;0.085;False;;;1
2017-05-30 14:56:04.634;Source Search;Detection;T? change;Ne BKG low;-20854476;-56574228;215.9;0.24;0.199;0.125;792.3;598.8;0.0;0;False;0.0;0.299;--;;Slidding;5.19;32.19;0.085;False;;;0
2017-05-30 14:56:05.233;Source Search;Detection;T? change;;-22817956;-49113308;215.9;0.24;0.197;0.127;798.0;603.0;0.0;0;False;0.0;0.239;--;;Slidding;5.28;32.19;0.085;False;;;1
2017-05-30 14:56:05.740;Source Search;Detection;T? change;Ne BKG low;-14079544;-49163710;215.9;0.24;0.192;0.128;823.7;608.6;0.0;0;False;0.0;0.191;--;;Slidding;5.286;32.19;0.085;False;;;0
2017-05-30 14:56:07.583;Source Search;Background;T? change;Ne BKG low;-23282266;-48605312;13.41;0.04;0.186;0.133;807.1;625.9;0.0;0;False;0.0;0.605;--;;Slidding;4.86;32.25;0.085;False;;;0
2017-05-30 14:56:08.080;Source Search;Detection;T? change;Ne BKG low;-19521576;-56311576;62.12;0.02;0.202;0.135;835.8;631.4;0.0;0;False;2.0;0.722;--;;Slidding;4.853;32.25;0.085;False;;;0
2017-05-30 14:56:08.553;Source Search;Detection;T? change;Ne BKG low;-20549514;-42937055;62.12;0.02;0.228;0.138;871.0;637.8;0.0;0;False;0.0;0.578;--;;Slidding;4.86;32.25;0.085;False;;;1
2017-05-30 14:56:09.149;Source Search;Detection;T? change;;-25850727;-50509547;292.53;0.78;0.251;0.142;877.9;643.0;0.0;0;False;0.0;0.462;--;;Slidding;4.963;32.25;0.085;False;;;0
