Time;Mode;State;Warning 1;Warning 2;Latitude;Longitude;Heading;Speed;LGamma Dose rate (?Sv/h);LGamma BKG dose rate (?Sv/h);LGamma (cps);LGamma Bkg (cps);Neutron (cps);Neutron Bkg (cps);High range;HGamma filtered (cps);HGamma filtered Dose rate (?Sv/h);Ext (cps);Event #;Acq state;Live time (s);Temperature(C);Dose (?Sv);MCA Satured;ID 01;CL 01;Danger
2017-05-30 14:53:27.265;Source Search;Alarm;ID BKG old;;-12406464;-54939142;17.83;0.15;0.604;0.065;1852.7;414.2;0.0;0;False;2.0;0.605;--;;Slidding;6.411;31.44;0.062;False;Co-60;10.0;1
2017-05-30 14:53:27.850;Source Search;Alarm;ID BKG old;;-2923541;-63635227;17.83;0.15;0.594;0.065;1811.9;414.2;0.0;0;False;0.0;0.484;--;;Slidding;6.389;31.44;0.062;False;Co-60;10.0;0
2017-05-30 14:53:28.766;Source Search;Alarm;ID BKG old;Ne BKG low;-9019669;-53002212;17.83;0.15;0.517;0.065;1600.6;414.2;0.0;0;False;2.4;0.778;--;;Slidding;5.513;31.44;0.062;False;Co-60;10.0;0
2017-05-30 14:53:29.529;Source Search;Alarm;ID BKG old;;-1751880;-57892546;17.83;0.15;0.532;0.065;1635.4;414.2;0.0;0;False;1.3;0.778;--;;Slidding;5.741;31.44;0.063;False;Co-60;10.0;0
2017-05-30 14:53:30.037;Source Search;Alarm;ID BKG old;;-10241727;-58318035;359.41;0.39;0.529;0.065;1631.4;414.2;0.0;0;False;0.0;0.623;--;;Slidding;5.573;31.44;0.063;False;Co-60;10.0;0
2017-05-30 14:53:30.473;Source Search;Alarm;ID BKG old;Ne BKG low;-12985413;-51242103;359.41;0.39;0.527;0.065;1637.3;414.2;0.0;0;False;2.3;0.774;--;;Slidding;5.5;31.44;0.063;False;Co-60;10.0;1
2017-05-30 14:53:31.308;Source Search;Alarm;ID BKG old;;-14131048;-58566064;359.41;0.39;0.534;0.065;1635.2;414.2;0.0;0;False;0.0;0.619;--;;Slidding;5.52;31.5;0.063;False;Co-60;10.0;0
2017-05-30 14:53:31.804;Source Search;Alarm;ID BKG old;;1106337;-58533168;359.41;0.39;0.544;0.065;1637.5;414.2;0.0;0;False;0.0;0.495;--;;Slidding;5.521;31.5;0.063;False;Co-60;10.0;0
2017-05-30 14:53:32.839;Source Search;Alarm;ID BKG old;;-10254431;-55422874;87.85;1.21;0.548;0.065;1643.0;414.2;0.0;0;False;0.0;0.317;--;;Slidding;5.482;31.5;0.063;False;Co-60;10.0;0
2017-05-30 14:53:33.339;Source Search;Alarm;ID BKG old;;-15386124;-54169938;87.85;1.21;0.535;0.065;1637.3;414.2;0.0;0;False;0.0;0.253;--;;Slidding;5.403;31.5;0.063;False;Co-60;10.0;1
2017-05-30 14:53:34.374;Source Search;Alarm;ID BKG old;;218294;-58058621;87.85;1.21;0.558;0.065;1674.7;414.2;0.4;0;False;2.0;0.392;--;;Slidding;5.495;31.5;0.063;False;Co-60;10.0;0
2017-05-30 14:53:34.815;Source Search;Alarm;ID BKG old;;-2789470;-62487047;66.28;0.16;0.56;0.065;1678.0;414.2;0.3;0;False;0.0;0.314;--;;Slidding;5.265;31.5;0.063;False;Co-60;10.0;0
2017-05-30 14:53:36.680;Source Search;Alarm;ID BKG old;;-12600443;-60022264;219.2;0.14;0.557;0.065;1694.1;414.2;0.2;0;False;0.0;0.27;--;;Slidding;6.205;31.5;0.064;False;Co-60;10.0;1
2017-05-30 14:53:37.139;Source Search;Alarm;ID BKG old;;-6420889;-54604245;219.2;0.14;0.556;0.065;1677.6;414.2;0.2;0;False;2.1;0.465;--;;Slidding;5.84;31.5;0.064;False;Co-60;10.0;1
2017-05-30 14:53:37.639;Source Search;Alarm;ID BKG old;;-113071;-63468408;78.97;0.1;0.553;0.065;1660.9;414.2;0.1;0;False;0.0;0.372;--;;Slidding;5.839;31.5;0.064;False;Co-60;10.0;0
2017-05-30 14:53:38.074;Source Search;Alarm;ID BKG old;Ne BKG low;-12108705;-55428262;78.97;0.1;0.551;0.065;1665.0;414.2;0.1;0;False;0.0;0.298;--;;Slidding;5.807;31.5;0.064;False;Co-60;10.0;1
2017-05-30 14:53:38.660;Source Search;Alarm;ID BKG old;;1379496;-58142869;78.97;0.1;0.565;0.065;1681.4;414.2;0.1;0;False;3.6;0.658;--;;Slidding;5.857;31.5;0.064;False;Co-60;10.0;0
2017-05-30 14:53:39.177;Source Search;Alarm;ID BKG old;;-6062240;-51650720;78.97;0.1;0.558;0.065;1708.1;414.2;0.1;0;False;2.2;0.784;--;;Slidding;5.814;31.5;0.064;False;Co-60;10.0;0
2017-05-30 14:53:39.604;Source Search;Alarm;ID BKG old;;-3650944;-55155758;78.97;0.1;0.545;0.065;1704.0;414.2;0.1;0;False;0.0;0.627;--;;Slidding;5.83;31.5;0.064;False;Co-60;10.0;1
2017-05-30 14:53:40.107;Source Search;Alarm;ID BKG old;;-10261862;-56185760;54.46;0.15;0.567;0.065;1726.8;414.2;0.0;0;False;0.0;0.502;--;;Slidding;5.818;31.5;0.064;False;Co-60;10.0;0
2017-05-30 14:53:40.551;Source Search;Alarm;ID BKG old;Ne BKG low;-4240549;-53984775;54.46;0.15;0.561;0.065;1724.4;414.2;0.0;0;False;2.3;0.673;--;;Slidding;5.727;31.5;0.064;False;Co-60;10.0;1
2017-05-30 14:53:41.492;Source Search;Alarm;ID BKG old;;-11054070;-60870524;241.95;0.2;0.546;0.065;1659.1;414.2;0.0;0;False;0.0;0.619;--;;Slidding;4.818;31.56;0.064;False;Co-60;10.0;0
2017-05-30 14:53:42.122;Source Search;Alarm;ID BKG old;;-8724737;-52338203;241.95;0.2;0.559;0.065;1690.4;414.2;0.0;0;False;0.0;0.495;--;;Slidding;4.973;31.56;0.064;False;Co-60;10.0;0
2017-05-30 14:53:42.723;Source Search;Alarm;ID BKG old;;-9704508;-67409632;241.95;0.2;0.571;0.065;1718.2;414.2;0.0;0;False;0.0;0.396;--;;Slidding;5.081;31.56;0.065;False;Co-60;10.0;1
2017-05-30 14:53:43.222;Source Search;Alarm;ID BKG old;;-8279290;-52257885;224.5;0.06;0.573;0.065;1718.7;414.2;0.0;0;False;0.0;0.317;--;;Slidding;5.157;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:43.803;Source Search;Alarm;ID BKG old;;-11107850;-60413629;224.5;0.06;0.551;0.065;1708.5;414.2;0.0;0;False;1.7;0.458;--;;Slidding;5.171;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:44.305;Source Search;Alarm;ID BKG old;;-7854306;-55060750;244.87;0.46;0.57;0.065;1723.4;414.2;0.0;0;False;4.0;0.837;--;;Slidding;5.214;31.56;0.065;False;Co-60;10.0;1
2017-05-30 14:53:44.734;Source Search;Alarm;ID BKG old;Ne BKG low;-9352407;-55574606;244.87;0.46;0.602;0.065;1742.9;414.2;0.0;0;False;2.4;0.949;--;;Slidding;5.121;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:45.228;Source Search;Alarm;ID BKG old;;-11298281;-54587002;244.87;0.46;0.594;0.065;1692.9;414.2;0.0;0;False;4.0;1.23;--;;Slidding;5.119;31.56;0.065;False;Co-60;10.0;1
2017-05-30 14:53:45.722;Source Search;Alarm;ID BKG old;;-9225663;-62341833;241.56;0.22;0.58;0.065;1686.3;414.2;0.0;0;False;0.0;0.984;--;;Slidding;5.15;31.56;0.065;False;Co-60;10.0;1
2017-05-30 14:53:46.907;Source Search;Alarm;ID BKG old;;-23507766;-53732208;241.56;0.22;0.578;0.065;1702.7;414.2;0.0;0;False;2.5;1.084;--;;Slidding;5.839;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:47.378;Source Search;Alarm;ID BKG old;;-19912350;-44430474;245.57;0.36;0.591;0.065;1725.3;414.2;0.0;0;False;2.0;1.103;--;;Slidding;5.881;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:47.861;Source Search;Alarm;ID BKG old;;-19260277;-45859944;245.57;0.36;0.592;0.065;1742.7;414.2;0.0;0;False;0.0;0.882;--;;Slidding;5.721;31.56;0.065;False;Co-60;10.0;0
2017-05-30 14:53:48.356;Source Search;Alarm;ID BKG old;;-18447312;-42789888;266.07;0.09;0.586;0.065;1759.9;414.2;0.0;0;False;2.0;0.941;--;;Slidding;5.613;31.56;0.065;False;Co-60;10.0;1
2017-05-30 14:53:48.796;Source Search;Alarm;ID BKG old;Ne BKG low;-20001324;-43134734;266.07;0.09;0.577;0.065;1787.8;414.2;0.0;0;False;0.0;0.753;--;;Slidding;5.548;31.56;0.066;False;Co-60;10.0;1
2017-05-30 14:53:49.292;Source Search;Alarm;ID BKG old;;-17748735;-52778981;337.56;0.05;0.563;0.065;1749.4;414.2;0.0;0;False;2.0;0.842;--;;Slidding;5.465;31.56;0.066;False;Co-60;10.0;0
2017-05-30 14:53:50.751;Source Search;Alarm;ID BKG old;Ne BKG low;-21718650;-48016009;337.56;0.05;0.518;0.065;1646.7;414.2;0.6;0;False;2.3;1.199;--;;Slidding;5.501;31.56;0.066;False;Co-60;10.0;0
2017-05-30 14:53:51.256;Source Search;Alarm;ID BKG old;;-19178030;-53585189;239.68;0.07;0.483;0.065;1576.3;414.2;0.4;0;False;6.0;1.665;--;;Slidding;5.536;31.56;0.066;False;Co-60;10.0;1
2017-05-30 14:53:51.715;Source Search;Alarm;ID BKG old;;-19705776;-56256612;239.68;0.07;0.492;0.065;1601.5;414.2;0.4;0;False;2.1;1.583;--;;Slidding;4.815;31.63;0.066;False;Co-60;10.0;0
2017-05-30 14:53:52.192;Source Search;Alarm;ID BKG old;;-18252068;-55779914;291.33;0.06;0.474;0.065;1555.4;414.2;0.3;0;False;2.1;1.511;--;;Slidding;4.795;31.63;0.066;False;Co-60;10.0;1
2017-05-30 14:53:52.655;Source Search;Alarm;ID BKG old;Ne BKG low;-21054287;-50982166;291.33;0.06;0.487;0.065;1597.6;414.2;0.2;0;False;0.0;1.209;--;;Slidding;4.783;31.63;0.066;False;Co-60;10.0;0
2017-05-30 14:53:53.619;Source Search;Alarm;ID BKG old;;-21765069;-47299527;278.02;0.13;0.481;0.065;1549.3;414.2;0.1;0;False;2.0;1.011;--;;Slidding;4.834;31.63;0.066;False;Co-60;10.0;0
2017-05-30 14:53:54.058;Source Search;Alarm;ID BKG old;Ne BKG low;-22135932;-55777324;210.87;0.31;0.494;0.065;1567.1;414.2;0.1;0;False;0.0;0.809;--;;Slidding;4.78;31.63;0.066;False;Co-60;10.0;1
2017-05-30 14:53:54.527;Source Search;Alarm;ID BKG old;;-15807590;-46718308;303.36;0.19;0.494;0.065;1569.6;414.2;0.1;0;False;4.2;1.138;--;;Slidding;4.798;31.63;0.066;False;Co-60;10.0;0
2017-05-30 14:53:54.985;Source Search;Alarm;ID BKG old;Ne BKG low;-18634766;-48723363;303.36;0.19;0.499;0.065;1558.9;414.2;0.1;0;False;0.0;0.911;--;;Slidding;4.686;31.63;0.066;False;Co-60;10.0;0
2017-05-30 14:53:55.490;Source Search;Alarm;ID BKG old;Ne BKG low;-16620633;-43569230;323.45;0.16;0.541;0.065;1605.4;414.2;0.1;0;False;4.5;1.257;--;;Slidding;4.702;31.63;0.066;False;Co-60;10.0;1
2017-05-30 14:53:55.924;Source Search;Alarm;ID BKG old;;-16983252;-43508643;323.45;0.16;0.545;0.065;1599.7;414.2;0.0;0;False;0.0;1.006;--;;Slidding;4.688;31.63;0.067;False;Co-60;10.0;0
2017-05-30 14:53:56.406;Source Search;Alarm;ID BKG old;;-18536289;-45426116;258.68;0.1;0.571;0.065;1628.2;414.2;0.0;0;False;0.0;0.805;--;;Slidding;4.698;31.63;0.067;False;Co-60;10.0;1
2017-05-30 14:53:57.932;Source Search;Alarm;ID BKG old;;-18433634;-43261681;203.48;0.18;0.563;0.065;1608.3;414.2;0.3;0;False;0.0;0.684;--;;Slidding;4.786;31.63;0.067;False;Co-60;10.0;0
2017-05-30 14:53:59.341;Source Search;Alarm;ID BKG old;Ne BKG low;-17506250;-50066418;172.93;0.24;0.531;0.065;1560.3;414.2;0.1;0;False;0.0;0.539;--;;Slidding;4.783;31.63;0.067;False;Co-60;10.0;1
2017-05-30 14:54:00.888;Source Search;Alarm;ID BKG old;;-19119189;-43658817;172.93;0.24;0.508;0.065;1511.7;414.2;0.2;0;False;2.0;0.661;--;;Slidding;5.86;31.63;0.067;False;Co-60;10.0;0
2017-05-30 14:54:01.373;Source Search;Alarm;ID BKG old;;-20182471;-53139644;177.2;0.28;0.501;0.065;1491.9;414.2;0.2;0;False;2.0;0.764;--;;Slidding;5.914;31.63;0.067;False;Co-60;10.0;1
2017-05-30 14:54:01.831;Source Search;Alarm;ID BKG old;Ne BKG low;-16927044;-45897614;177.2;0.28;0.504;0.065;1525.4;414.2;0.1;0;False;0.0;0.611;--;;Slidding;5.877;31.69;0.067;False;Co-60;10.0;0
2017-05-30 14:54:02.295;Source Search;Alarm;ID BKG old;;-18072878;-53896429;149.84;0.27;0.51;0.065;1549.7;414.2;0.1;0;False;0.0;0.489;--;;Slidding;5.874;31.69;0.067;False;Co-60;10.0;0
2017-05-30 14:54:02.792;Source Search;Alarm;ID BKG old;;-18239904;-45321530;229.46;0.2;0.506;0.065;1564.0;414.2;0.1;0;False;2.1;0.635;--;;Slidding;5.804;31.69;0.068;False;Co-60;10.0;1
2017-05-30 14:54:03.232;Source Search;Alarm;ID BKG old;Ne BKG low;-15916751;-43228071;229.46;0.2;0.528;0.065;1637.6;414.2;0.1;0;False;0.0;0.508;--;;Slidding;5.794;31.69;0.068;False;Co-60;10.0;0
2017-05-30 14:54:03.739;Source Search;Alarm;ID BKG old;;-15128431;-50898616;229.46;0.2;0.508;0.065;1621.7;414.2;0.1;0;False;0.0;0.407;--;;Slidding;5.797;31.69;0.068;False;Co-60;10.0;1
2017-05-30 14:54:04.217;Source Search;Alarm;ID BKG old;;-20735110;-49102416;229.46;0.2;0.444;0.065;1495.4;414.2;0.0;0;False;2.0;0.566;--;;Slidding;5.824;31.69;0.068;False;Co-60;10.0;0
2017-05-30 14:54:04.787;Source Search;Alarm;ID BKG old;;-20420066;-53527117;229.46;0.2;0.404;0.065;1391.3;414.2;0.0;0;False;0.0;0.453;--;;Slidding;5.877;31.69;0.068;False;Co-60;10.0;0
2017-05-30 14:54:05.709;Source Search;Alarm;ID BKG old;Ne BKG low;-19034482;-46277415;74.41;0.43;0.353;0.065;1252.5;414.2;0.0;0;False;0.0;0.29;--;;Slidding;4.836;31.69;0.068;False;Co-60;10.0;1
2017-05-30 14:54:06.204;Source Search;Alarm;ID BKG old;;-19660720;-47897730;74.41;0.43;0.323;0.065;1194.1;414.2;0.0;0;False;2.1;0.474;--;;Slidding;4.823;31.69;0.068;False;Co-60;10.0;0
2017-05-30 14:54:06.655;Source Search;Alarm;ID BKG old;Ne BKG low;-18739581;-47542033;6.29;0.38;0.311;0.065;1176.4;414.2;0.0;0;False;0.0;0.379;--;;Slidding;4.84;31.69;0.068;False;Co-60;9.0;0
2017-05-30 14:54:07.137;Source Search;Alarm;ID BKG old;Ne BKG low;-17841774;-51216181;119.34;0.58;0.303;0.065;1177.0;414.2;0.0;0;False;2.1;0.556;--;;Slidding;4.83;31.69;0.068;False;Co-60;9.0;1
2017-05-30 14:54:07.617;Source Search;Detection;ID BKG old;Ne BKG low;-30073253;-52205251;119.34;0.58;0.302;0.069;1174.0;429.2;0.0;0;False;0.0;0.445;--;;Slidding;4.815;31.69;0.068;False;;;0
2017-05-30 14:54:08.304;Source Search;Detection;ID BKG old;;-19779535;-40853533;119.34;0.58;0.296;0.074;1163.2;443.4;0.0;0;False;0.0;0.356;--;;Slidding;5.06;31.69;0.068;False;;;1
2017-05-30 14:54:08.919;Source Search;Detection;ID BKG old;;-17684627;-51837058;119.34;0.58;0.294;0.078;1154.8;457.2;0.0;0;False;1.6;0.474;--;;Slidding;5.179;31.69;0.068;False;;;1
2017-05-30 14:54:09.417;Source Search;Detection;ID BKG old;;-22851231;-50436108;125.4;0.13;0.291;0.082;1131.2;469.6;0.0;0;False;0.0;0.379;--;;Slidding;5.19;31.69;0.068;False;;;0
2017-05-30 14:54:10.747;Source Search;Detection;ID BKG old;Ne BKG low;-23570334;-46986040;140.14;0.11;0.299;0.096;1150.2;510.9;0.0;0;False;2.3;0.652;--;;Slidding;5.034;31.69;0.068;False;;;1
2017-05-30 14:54:11.365;Source Search;Detection;ID BKG old;;-17022141;-45244875;140.14;0.11;0.301;0.1;1181.2;525.7;0.0;0;False;0.0;0.522;--;;Slidding;5.157;31.69;0.068;False;;;1
2017-05-30 14:54:11.771;Source Search;Detection;ID BKG old;Ne BKG low;-18304610;-42092544;140.14;0.11;0.302;0.104;1190.4;539.5;0.0;0;False;2.4;0.701;--;;Slidding;5.106;31.69;0.068;False;;;0
2017-05-30 14:54:12.287;Source Search;Detection;ID BKG old;;-21928106;-51831633;153.57;0.07;0.331;0.11;1232.9;555.3;0.0;0;False;0.0;0.561;--;;Slidding;5.141;31.75;0.068;False;;;1
2017-05-30 14:54:12.692;Source Search;Detection;ID BKG old;Ne BKG low;-19491213;-45089007;153.57;0.07;0.341;0.115;1264.7;571.0;0.0;0;False;0.0;0.448;--;;Slidding;5.096;31.75;0.068;False;;;0
2017-05-30 14:54:13.480;Source Search;Detection;ID BKG old;;-21037024;-56589421;153.57;0.07;0.374;0.122;1323.1;588.7;0.0;0;False;0.0;0.359;--;;Slidding;5.179;31.75;0.069;False;;;0
2017-05-30 14:54:13.975;Source Search;Alarm;ID BKG old;;-22281442;-52724786;140.69;0.39;0.378;0.122;1325.6;588.7;0.0;0;False;0.0;0.287;--;;Slidding;5.058;31.75;0.069;False;Co-60;9.0;1
2017-05-30 14:54:14.496;Source Search;Alarm;ID BKG old;;-16669966;-43385833;140.69;0.39;0.358;0.122;1255.7;588.7;0.0;0;False;0.0;0.23;--;;Slidding;5.078;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:14.995;Source Search;Alarm;ID BKG old;;-19412361;-48486964;298.33;0.05;0.324;0.122;1177.2;588.7;0.0;0;False;2.0;0.419;--;;Slidding;5.166;31.75;0.069;False;Co-60;9.0;1
2017-05-30 14:54:15.409;Source Search;Alarm;ID BKG old;Ne BKG low;-16766681;-44970221;298.33;0.05;0.335;0.122;1150.8;588.7;0.0;0;False;0.0;0.335;--;;Slidding;5.084;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:16.356;Source Search;Alarm;ID BKG old;Ne BKG low;-19982822;-54507488;320.47;0.3;0.339;0.122;1131.8;588.7;0.0;0;False;2.3;0.484;--;;Slidding;4.987;31.75;0.069;False;Co-60;10.0;0
2017-05-30 14:54:16.832;Source Search;Alarm;ID BKG old;;-19097879;-43861429;320.47;0.3;0.318;0.122;1091.7;588.7;0.0;0;False;0.0;0.387;--;;Slidding;5.06;31.75;0.069;False;Co-60;10.0;1
2017-05-30 14:54:17.291;Source Search;Alarm;ID BKG old;Ne BKG low;-17690816;-43454324;80.09;0.73;0.327;0.122;1105.2;588.7;0.0;0;False;2.2;0.569;--;;Slidding;5.013;31.75;0.069;False;Co-60;10.0;0
2017-05-30 14:54:18.383;Source Search;Alarm;ID BKG old;Ne BKG low;-24908711;-52455936;80.09;0.73;0.327;0.122;1113.7;588.7;0.0;0;False;0.0;0.455;--;;Slidding;5.048;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:19.023;Source Search;Alarm;ID BKG old;;-20677912;-52747187;80.09;0.73;0.334;0.122;1108.7;588.7;0.0;0;False;0.8;0.461;--;;Slidding;5.485;31.75;0.069;False;Co-60;9.0;1
2017-05-30 14:54:19.572;Source Search;Alarm;ID BKG old;;-14891002;-49265790;54.27;0.26;0.318;0.122;1086.9;588.7;0.0;0;False;0.0;0.369;--;;Slidding;5.484;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:20.003;Source Search;Alarm;ID BKG old;;-18183106;-53701988;54.27;0.26;0.319;0.122;1103.4;588.7;0.0;0;False;1.9;0.52;--;;Slidding;5.487;31.75;0.069;False;Co-60;10.0;1
2017-05-30 14:54:20.544;Source Search;Alarm;ID BKG old;;-19743669;-41158202;74.29;0.03;0.321;0.122;1073.5;588.7;0.0;0;False;0.0;0.416;--;;Slidding;5.488;31.75;0.069;False;Co-60;10.0;1
2017-05-30 14:54:21.161;Source Search;Alarm;ID BKG old;Ne BKG low;-19503586;-46829203;74.29;0.03;0.335;0.122;1085.0;588.7;0.0;0;False;2.1;0.586;--;;Slidding;5.539;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:21.636;Source Search;Alarm;ID BKG old;;-27230350;-51878750;74.29;0.03;0.324;0.122;1085.9;588.7;0.0;0;False;0.0;0.468;--;;Slidding;5.675;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:22.099;Source Search;Alarm;ID BKG old;;-15334341;-44943207;132.51;0.09;0.336;0.122;1099.8;588.7;0.0;0;False;0.0;0.375;--;;Slidding;5.738;31.75;0.069;False;Co-60;9.0;0
2017-05-30 14:54:22.559;Source Search;Alarm;ID BKG old;Ne BKG low;-19298243;-47965853;132.51;0.09;0.331;0.122;1088.8;588.7;0.0;0;False;0.0;0.3;--;;Slidding;5.709;31.81;0.069;False;Co-60;9.0;1
2017-05-30 14:54:23.020;Source Search;Alarm;ID BKG old;Ne BKG low;-18702657;-51359056;126.12;0.06;0.326;0.122;1090.8;588.7;0.0;0;False;0.0;0.24;--;;Slidding;5.716;31.81;0.069;False;Co-60;9.0;1
2017-05-30 14:54:23.492;Source Search;Alarm;ID BKG old;Ne BKG low;-17091624;-50511323;147.41;0.05;0.328;0.122;1091.2;588.7;0.4;0;False;0.0;0.192;--;;Slidding;5.737;31.81;0.069;False;Co-60;9.0;0
2017-05-30 14:54:25.537;Source Search;Alarm;ID BKG old;;-19412113;-52361157;147.41;0.05;0.328;0.122;1065.8;588.7;0.3;0;False;0.0;0.153;--;;Slidding;5.296;31.81;0.07;False;Co-60;9.0;1
2017-05-30 14:54:26.445;Source Search;Alarm;ID BKG old;;-22656773;-45577021;147.41;0.05;0.323;0.122;1062.0;588.7;0.3;0;False;0.5;0.18;--;;Slidding;6.868;31.81;0.07;False;Co-60;9.0;0
2017-05-30 14:54:27.587;Source Search;Alarm;ID BKG old;;-17567837;-41259934;38.91;0.17;0.319;0.122;1051.3;588.7;0.2;0;False;0.0;0.115;--;;Slidding;6.973;31.81;0.07;False;Co-60;10.0;1
2017-05-30 14:54:28.492;Source Search;Alarm;ID BKG old;;-16639101;-47580771;38.91;0.17;0.322;0.122;1058.1;588.7;0.1;0;False;1.0;0.208;--;;Slidding;7.524;31.81;0.07;False;Co-60;10.0;0
2017-05-30 14:54:30.304;Source Search;Alarm;ID BKG old;Ne BKG low;-15613778;-45183249;39.67;0.27;0.335;0.122;1069.4;588.7;0.6;0;False;0.0;0.133;--;;Slidding;7.282;31.81;0.07;False;Co-60;10.0;0
2017-05-30 14:54:30.723;Source Search;Alarm;ID BKG old;;-19353649;-42617134;39.67;0.27;0.337;0.122;1089.8;588.7;0.5;0;False;0.8;0.195;--;;Slidding;8.146;31.81;0.07;False;Co-60;10.0;0
2017-05-30 14:54:32.320;Source Search;Alarm;ID BKG old;;-18948318;-48165930;39.67;0.27;0.325;0.122;1094.8;588.7;0.4;0;False;0.0;0.156;--;;Slidding;8.446;31.81;0.07;False;Co-60;10.0;0
2017-05-30 14:54:33.213;Source Search;Alarm;ID BKG old;;-17907053;-47405615;39.67;0.27;0.327;0.122;1098.2;588.7;0.3;0;False;0.0;0.125;--;;Slidding;9.211;31.81;0.07;False;Co-60;10.0;1
2017-05-30 14:54:34.624;Source Search;Alarm;ID BKG old;;-22026653;-51705409;39.67;0.27;0.321;0.122;1080.8;588.7;0.2;0;False;0.5;0.162;--;;Slidding;10.332;31.81;0.07;False;Co-60;10.0;0
2017-05-30 14:54:35.123;Source Search;Alarm;ID BKG old;;-21088252;-46107984;36.79;0.09;0.321;0.122;1077.0;588.7;0.2;0;False;0.0;0.13;--;;Slidding;8.76;31.81;0.071;False;Co-60;10.0;0
2017-05-30 14:54:35.673;Source Search;Alarm;ID BKG old;;-21095009;-43687733;36.79;0.09;0.339;0.122;1085.6;588.7;0.2;0;False;1.9;0.322;--;;Slidding;8.799;31.81;0.071;False;Co-60;10.0;1
2017-05-30 14:54:36.864;Source Search;Alarm;ID BKG old;Ne BKG low;-26040215;-49255521;36.79;0.09;0.336;0.122;1050.3;588.7;0.1;0;False;0.0;0.258;--;;Slidding;8.578;31.81;0.071;False;Co-60;10.0;0
2017-05-30 14:54:37.282;Source Search;Alarm;ID BKG old;;-26913234;-53462488;36.79;0.09;0.326;0.122;1052.9;588.7;0.1;0;False;0.8;0.303;--;;Slidding;8.771;31.81;0.071;False;Co-60;10.0;1
2017-05-30 14:54:38.452;Source Search;Alarm;ID BKG old;;-27382243;-52935380;210.32;0.1;0.319;0.122;1036.6;588.7;0.1;0;False;2.6;0.543;--;;Slidding;9.053;31.81;0.071;False;Co-60;10.0;1
2017-05-30 14:54:38.945;Source Search;Alarm;ID BKG old;;-19930362;-54296422;56.35;0.05;0.324;0.122;1058.6;588.7;0.1;0;False;0.0;0.435;--;;Slidding;9.533;31.81;0.071;False;Co-60;10.0;0
2017-05-30 14:54:40.541;Source Search;Alarm;ID BKG old;;-27376390;-53007720;56.35;0.05;0.325;0.122;1060.1;588.7;0.1;0;False;0.0;0.348;--;;Slidding;9.813;31.81;0.071;False;Co-60;10.0;0
2017-05-30 14:54:43.153;Source Search;Alarm;ID BKG old;Ne BKG low;-15161271;-45151211;80.78;0.04;0.323;0.122;1078.7;588.7;0.0;0;False;0.0;0.278;--;;Slidding;9.553;31.81;0.071;False;Co-60;10.0;0
2017-05-30 14:54:43.604;Source Search;Alarm;ID BKG old;;-18361046;-46959451;80.78;0.04;0.33;0.122;1092.4;588.7;0.1;0;False;1.6;0.408;--;;Slidding;10.838;31.94;0.071;False;Co-60;10.0;1
2017-05-30 14:54:44.423;Source Search;Alarm;ID BKG old;;-19591177;-53945553;80.78;0.04;0.441;0.122;1383.7;588.7;0.1;0;False;2.5;0.619;--;;Slidding;9.747;31.94;0.071;False;Co-60;10.0;1
2017-05-30 14:54:44.940;Source Search;Alarm;ID BKG old;;-17515083;-46193101;80.78;0.04;1.23;0.122;3097.7;588.7;0.1;0;False;1.9;0.719;--;;Slidding;9.772;31.94;0.071;False;Co-60;10.0;0
2017-05-30 14:54:45.422;Source Search;Alarm;ID BKG old;Ne BKG low;-20324961;-48945477;49.37;0.06;4.173;0.122;8684.9;588.7;0.1;0;True;16.0;5.056;--;;Slidding;9.732;31.94;0.072;False;Co-60;10.0;1
2017-05-30 14:54:46.861;Source Search;Alarm;ID BKG old;Ne BKG low;-22267525;-43887973;132.64;0.01;6.752;0.122;14045.1;588.7;0.0;0;True;2.0;6.463;--;;Slidding;8.759;31.94;0.074;False;Co-60;10.0;1
2017-05-30 14:54:47.318;Source Search;Alarm;ID BKG old;Ne BKG low;-21393385;-49032768;132.64;0.01;4.951;0.122;10494.2;588.7;0.0;0;True;0.0;5.171;--;;Slidding;8.321;31.94;0.075;False;Co-60;10.0;0
2017-05-30 14:54:47.772;Source Search;Alarm;ID BKG old;Ne BKG low;-20129056;-53056064;260.23;0.35;3.583;0.122;7741.8;588.7;0.0;0;False;0.0;4.137;--;;Slidding;7.2;31.94;0.076;False;Co-60;10.0;1
2017-05-30 14:54:48.242;Source Search;Alarm;ID BKG old;Ne BKG low;-17860123;-51884451;288.76;0.96;2.618;0.122;5748.9;588.7;0.0;0;False;2.2;3.567;--;;Slidding;7.156;31.94;0.076;False;Co-60;10.0;0
